Other Time Words,la hora,hour
Other Time Words,hoy,today
Other Time Words,la semana,week
Other Time Words,madrugada,very early in the morning
Other Time Words,mañana,tomorrow
Other Time Words,mañana,morning
Other Time Words,medianoche,midnight
Other Time Words,mediodia,noon
Other Time Words,el minuto,minute
Other Time Words,la noche,night
Other Time Words,el pasado mañana,day after tomorrow
Other Time Words,los segundos,seconds
Other Time Words,la tarde,afternoon
Family,el padre,father
Family,el papá,dad
Family,la madre,mother
Family,la mamá,mom
Family,el hermano,brother
Family,la hermana,sister
Family,el hijo,son
Family,la hija,daughter
Family,la familia cercana,close family
Extended Family,el abuelo,grandfather
Extended Family,la abuela,grandmother
Extended Family,el bisabuelo,great-grandfather
Extended Family,la bisabuela,great-grandmother
Extended Family,la nieta,granddaughter
Extended Family,el nieto,grandson
Extended Family,el tío,uncle
Extended Family,la tía,aunt
Extended Family,el tío abuelo,great-uncle
Extended Family,la tía abuela,great-aunt
Extended Family,el primo,cousin (male)
Extended Family,la prima,cousin (female)
Extended Family,mis parientes,my relatives
Family Verbs,abrazar,to hug
Family Verbs,amar,to love
Family Verbs,reír,to laugh
Family Verbs,perdonar,to forgive
Action Verbs,empezar,to start
Action Verbs,seguir,to follow
Action Verbs,abrir,to open
Action Verbs,buscar,to search
Action Verbs,cantar,to sing
Action Verbs,cerrar,to close
Action Verbs,destruir,to destroy
Action Verbs,dormir,to sleep
Action Verbs,encontrar,to find
Action Verbs,esconder,to hide
Action Verbs,esperar,to wait
Action Verbs,faltar,to miss
Action Verbs,hacer,to do
Action Verbs,intentar,to try
Action Verbs,llamar,to call
Action Verbs,llevar,to take
Action Verbs,llorar,to cry
Action Verbs,luchar,to fight
Action Verbs,mentir,to lie
Action Verbs,odiar,to hate
Action Verbs,recibir,to receive
Action Verbs,reconocer,to recognize
Action Verbs,robar,to steal
Action Verbs,salvar,to save
Action Verbs,sonreír,to smile
Action Verbs,soñar,to dream
Action Verbs,tomar,to take
Action Verbs,vivir,to live
Sound,tranquilo,quiet
Sound,ruidoso,loud
Sound,gritar,to shout
Sound,escuchar,to hear
Sound,silencio,silence
Sound,alto,loud
Sound,bajo,soft
Sound,ensordecedor,deafening
Sound,agudo,sharp high-pitched
Sound,grave,low-pitched
Sound,melodioso,melodious
Sound,armónico,harmonic
Sound,zumbido,buzz
Sound,sordo,deaf
Sound,duro de oíd,hard of hearing
Sound,oído fino,acute hearing
Sound,problemas de audición,hearing-impaired
Sound,fuera de alcance,out of earshot
Sight,ver,to see
Sight,mirar,to look
Sight,de colores,colorful
Sight,blanco y negro,black and white
Sight,brillante,bright
Sight,apagado,dim
Sight,claro,light
Sight,oscuro,dark
Sight,ciego,blind
Sight,mirar fijamente,to stare
Sight,echar un vistazo,to glance
Sight,bizquear,to squint
Sight,guiñar,to wink
Sight,parpadear,to blink
Touch,tocar,to touch
Touch,agarrar,to grab
Touch,suave,soft
Touch,áspero,rough
Touch,liso,smooth
Touch,rugoso,wrinkled
Touch,pegajoso,sticky
Touch,punzante,sharp
Touch,sedoso,silky
Touch,esponjoso,spongy
Touch,mullido,fluffy
Touch,hormigueo,tingle
Touch,entumecido,numb
Touch,rozar,to touch gently
Touch,acariciar,to caress
Touch,agarrar,to grab
Smell,olor,smell
Smell,el perfume,scent
Smell,la fragancia,fragrance
Smell,el hedor,stench
Smell,apestoso,smelly
Smell,fresco,fresh
Smell,acre,pungent
Smell,húmedo,musty
Smell,podrido,rotten
Smell,ahumado,smoky
Smell,apestar,to stink
Taste,gusto,taste
Taste,sabor,flavor
Taste,probar,try
Taste,sabroso,está sabrosa
Taste,delicioso,delicious
Taste,perfecto,perfect
Taste,apetitoso,appetizing
Taste,dulce,sweet
Taste,dulzón,sugary
Taste,soso,bland
Distance,abierto,open
Distance,ancho,wide
Distance,estrecho,narrow
Distance,lejano,far
Distance,cercano,close
Personality and Emotions,alegre,joyful
Personality and Emotions,gracioso,funny
Personality and Emotions,serio,serious
Personality and Emotions,tímido,shy
Personality and Emotions,valiente,brave
Personality and Emotions,loco,crazy
Personality and Emotions,contento,content
Personality and Emotions,feliz,happy
Personality and Emotions,preocupado,worried
Personality and Emotions,nervioso,nervous
Personality and Emotions,tranquilo,tranquil
Personality and Emotions,calmado,calm
Personality and Emotions,emocionado,excited
Hair,largo,long
Hair,corto,short
Hair,liso,straight
Hair,rizado,curly
Hair,ondulado,wavy
Hair,castaño,brown
Hair,rubio,blonde
Hair,pelirrojo,red
Hair,negro,black
Hair,canoso,grey
Hair,abundante,thick
Hair,fino,thin
Hair,escalado,layered
Hair,teñido,dyed
Hair,saludable,healthy
Hair,claro,light
Hair,encrespado,frizzy
Hair,brillante,shiny
Hair,calvo,bald
Size,grande,big
Size,pequeño,small
Size,enorme,huge
Size,delgado,lean
Size,esbelto,slender
Size,flaco,skinny
Size,menudo,petite
Size,alto,tall
Size,bajo,short
Looks,hermoso,beautiful
Looks,guapo,handsome
Looks,feo,ugly
Looks,adorable,cute
Looks,bonita,pretty
Looks,impresionante,stunning
Looks,poco atractivo,plain
Looks,promedio,average
Looks,atractivo,attractive
Colors,negro,black
Colors,marrón,brown
Colors,gris,grey
Colors,blanco,white
Colors,amarillo,yellow
Colors,anaranjado,orange
Colors,rojo,red
Colors,rosado,pink
Colors,morado púrpura,purple
Colors,azul,blue
Colors,verde,green
Arts and Crafts,colorear,to color
Arts and Crafts,construir,to construct
Arts and Crafts,cortar,to cut
Arts and Crafts,coser,to sew
Arts and Crafts,dibujar,to draw
Arts and Crafts,pintar,to paint
Numbers,cero,zero
Numbers,uno,one
Numbers,dos,two
Numbers,tres,three
Numbers,cuatro,four
Numbers,cinco,five
Numbers,seis,six
Numbers,siete,seven
Numbers,ocho,eight
Numbers,nueve,nine
Numbers,diez,ten
Farm Animals,el gato,cat
Farm Animals,el perro,dog
Farm Animals,el conejo,rabbit
Farm Animals,el pollo,chicken
Farm Animals,la gallina,hen
Farm Animals,el gallo,rooster
Farm Animals,la vaca,cow
Farm Animals,el toro,bull
Farm Animals,la oveja,sheep
Farm Animals,el caballo,horse
Farm Animals,el cerdo,pig
Farm Animals,la cabra,goat
Farm Animals,el burro,donkey
Farm Animals,el ratón,mouse
Forest Animals,el ciervo,deer
Forest Animals,el mapache,raccoon
Forest Animals,la ardilla,squirrel
Forest Animals,el búho,owl
Forest Animals,el zorro,fox
Forest Animals,el lobo,wolf
Forest Animals,el oso,bear
Ocean Animals,el cangrejo,crab
Ocean Animals,la medusa,jellyfish
Ocean Animals,el delfín,dolphin
Ocean Animals,la ballena,whale
Ocean Animals,el tiburón,shark
Ocean Animals,la foca,seal
Ocean Animals,el lobo marino,sea lion
Ocean Animals,la morsa,walrus
Ocean Animals,el pingüino,penguin
Travel,el viaje,trip
Travel,el equipaje,bags
Travel,la salida,exit
Travel,la llegada,arrival
Travel,los documentos de identidad,id papers
Travel,el billete de avión,boarding pass
Travel,el hotel,hotel
Travel,el permiso de conducir,driver’s license
Travel,echar gasolina,to get gas
Travel,viajar,to travel
Travel,volver,to return
Travel,ir,to go
Travel,salir,to leave
Travel,parar,to stop
Travel,partir,to depart
Travel,porter,doorman
Travel,hostia,hostess
Travel,botones,bellhop
Travel,anfitriona,airline hostess
Transportation,el avión,airplane
Transportation,el coche,car
Transportation,la bicicleta,bicycle
Transportation,la motocicleta,motorcycle
Transportation,el tren,train
Transportation,el metro,subway
Transportation,el autobús,bus
Transportation,el barco,ship
Transportation,taxista,taxi driver
Transportation,revisor,train conductor
Transportation,dependiente de gas,gas station attendant
Transportation,conductor,driver
Transportation,camionero,truck driver
Weather,el sol,the sun
Weather,las nubes,the clouds
Weather,la niebla,the fog
Weather,la neblina,the mist
Weather,la lluvia,the rain
Weather,la llovizna,the drizzle
Weather,la tormenta,the storm
Weather,el tornado,the tornado
Weather,el trueno,the thunder
Weather,el relámpago,the lightning strike
Weather,el rayo,the lightning bolt
Weather,el viento,the wind
Weather,la brisa,the breeze
Weather,el granizo,the hail
Weather,el hielo,the ice
Weather,la nieve,the snow
Weather,el calor,the heat
Weather,el frío,the cold
Weather,la humedad,the humidity
Weather,la temperatura,the temperature
Weather,el pronóstico,the forecast
Weather Verbs,llover,to rain
Weather Verbs,lloviznar,to drizzle
Weather Verbs,diluviar,to pour down
Weather Verbs,granizar,to hail
Weather Verbs,nevar,to snow
Seasons,el invierno,winter
Seasons,la primavera,spring
Seasons,el verano,summer
Seasons,el otoño,fall
Business,carta de motivación,cover letter
Business,el cv,resume
Business,la firma,firm
Business,el negocio,business
Business,la compañía,company
Business,el jefe,boss
Business,el empleado,employee
Business,trabajar,to work
Business,negociar,to negotiate
Business,consultor,consultant
Business,dueño,owner
Careers,abogado,lawyer
Careers,arquitecto,architect
Careers,bombero,fireman
Careers,campesino,farm worker
Careers,carpintero,carpenter
Careers,cartero,postal worker
Careers,casero,landlord
Careers,científico,scientist
Careers,cocinero,cook
Careers,consejero,counselor
Careers,constructor,construction worker
Careers,contador,accountant
Careers,doméstico,maid
Careers,detective,detective
Careers,redactor,editor
Careers,electricista,electrician
Careers,escritor autor,writer author
Careers,vaquero,cowboy
Careers,manejador,manager
Careers,granjero,farmer
Careers,ingeniero,engineer
Careers,jardinero,gardener
Careers,jefe,boss
Careers,juez,judge
Careers,lavandero,laundry person
Careers,marinero,merchant marine
Careers,mecánico,mechanic
Careers,camarero,waiter
Careers,padre,priest
Careers,panadero,baker
Careers,pastor,pastor
Careers,periodista,journalist
Careers,pescador,fisherman
Careers,pintor,painter
Careers,plomero,plumber
Careers,policía,policeman
Careers,programador,computer programmer
Careers,dueño,owner
Careers,químico,chemist
Careers,ranchero,rancher
Careers,rebuscador,researcher
Careers,reparador,repairman
Careers,técnico de laboratorio,lab technician
Careers,trabajador de fábrica,factory worker
Careers,veterinario,veterinarian
Sports,ir al gimnasio,go to the gym
Sports,ir de caminata,go hiking
Sports,levantar pesas,lift weight
Sports,mantenerse en forma,to stay in shape
Sports,practicar,to practice
Sports,nadar,to swim
Sports,el yoga,yoga
Sports,el fútbol,soccer
Sports,el fútbol americano,football
Sports,el béisbol,baseball
Sports,el baloncesto,basketball
Sports,el golf,golf
Sports,el hockey,hockey
Sports,el tenis,tennis
Sports,el voleibol,volleyball
Sports,luchar,to fight
Sports,correr,to run
Sports,esquiar,to ski
Sports,el partido,game match
Sports,la carrera,race
Sports,el torneo,tournament
Sports Verbs,patear,to kick
Sports Verbs,saltar,to jump
Sports Verbs,parar,to block
Sports Verbs,balancear,to swing
Sports Verbs,servir,to serve
Sports Verbs,rematar,to spike
Sports Verbs,pegar,to hit
Sports Verbs,driblar,to dribble
Sports Verbs,tirar,to throw
Sports Verbs,agarrar,to catch
Sports Verbs,ganar,to win
Sports Verbs,perder,to lose
Sports Verbs,empatar,to tie
Sports Verbs,caminar,to walk
Sports Verbs,bailar,to dance
Sports Verbs,jugar,to play
Sports Verbs,competir,to compete
Food and Drink,la comida,food
Food and Drink,las bebidas,drinks
Food and Drink,las verduras,vegetables
Food and Drink,las frutas,fruits
Food and Drink,cocinar,to cook
Food and Drink,tengo hambre,I’m hungry
Food and Drink,tengo sed,I’m thirsty
Meats,la res,beef
Meats,el pollo,chicken
Meats,la gallina,chicken
Meats,el cordero,lamb
Meats,la barbacoa,grilled
Meats,el cerdo,pork
Meats,el perrito caliente,hot dog
Meats,el jamón,ham
Meats,la hamburguesa,hamburger
Meats,el tocino,bacon
Meats,el pescado,fish
Vegetables,la zanahoria,carrot
Vegetables,la lechuga,lettuce
Vegetables,el tomate,tomato
Vegetables,la maíz,corn
Vegetables,la papa,potato
Vegetables,la patata,potato
Vegetables,las papas,potatoes
Vegetables,las patatas fritas,french fries
Vegetables,el brocoli,broccoli
Vegetables,la espinaca,spinach
Vegetables,la cebolla,onion
Vegetables,la col,cabbage
Vegetables,la ensalada,salad
Vegetables,la aceituna,olive
Vegetables,las calabacitas,squash
Vegetables,el hongo,mushroom
Vegetables,el pepino,cucumber
Fruits,la manzana,apple
Fruits,la pera,pear
Fruits,la fresa,strawberry
Fruits,la frambuesa,raspberry
Fruits,la zarzamora,blackberry
Fruits,el arándano,blueberry
Fruits,el arándano rojo,cranberry
Fruits,la naranja,orange
Fruits,la mandarina,tangerine
Fruits,la toronja,grapefruit
Fruits,el limón,lemon
Fruits,la lima,lime
Fruits,el plátano,banana
Fruits,la piña,pineapple
Fruits,el coco,coconut
Fruits,el mango,mango
Fruits,la papaya,papaya
Drinks,la cerveza,beer
Drinks,el refresco,soft drink
Drinks,el té,tea
Drinks,el té helado,iced tea
Drinks,el café,coffee
Drinks,la leche,milk
Drinks,el agua,water
Drinks,el jugo,juice
Drinks,el batido,milkshake
Desserts,el chocolate,chocolate
Desserts,los dulces,candy
Desserts,el pastel,cake
Desserts,las galletas,cookies
Desserts,el helado,ice cream
Desserts,el churros con chocolate,chocolate churros
Desserts,el basque cheesecake,cheesecake
Utensils,el plato,plate
Utensils,el plato hondo,bowl
Utensils,el vaso,glass
Utensils,la copa,cup
Utensils,el tenedor,fork
Utensils,la cuchara,spoon
Utensils,el cuchillo,knife
Utensils,la servilleta,napkin
Taste,dulce,sweet
Taste,salado,savory
Taste,rico,delicious
Meals,el desayuno,breakfast
Meals,el almuerzo,lunch
Meals,la cena,dinner
Meals,el tentempié,snack
Clothing,la prenda/la ropa,clothes
Clothing,los zapatos,shoes
Clothing,el pantalón,pants
Clothing,la camisa,shirt
Clothing,la chaqueta,jacket
Clothing,la falda,skirt
Clothing,el suéter,sweater
Clothing,el vestido,dress
Holidays and Parties,la navidad,christmas
Holidays and Parties,el año nuevo,new year
Holidays and Parties,la pascua,easter
Holidays and Parties,el día de san valentín,valentine’s day
Holidays and Parties,el día de la madre,mother’s day
Holidays and Parties,el día del padre,father’s day
Holidays and Parties,el día de la independencia,independence day
Holidays and Parties,el día de acción de gracias,thanksgiving
Holidays and Parties,el cumpleaños,birthday
Holidays and Parties,la fiesta,the party
Holidays and Parties,la boda,the wedding
Parts of the Body,el cuerpo humano,the human body
Parts of the Body,la cabeza,head
Parts of the Body,el pecho,chest
Parts of the Body,la oreja,ear
Parts of the Body,el ojo,eye
Parts of the Body,la cara,face
Parts of the Body,la mano,hand
Parts of the Body,la boca,mouth
Parts of the Body,el pie,foot
Parts of the Body,la espalda,back
Parts of the Body,el pelo,hair
Parts of the Body,el codo,elbow
Parts of the Body,el dedo,finger
Parts of the Body,la pantorrilla,calf
Parts of the Body,la pierna,leg
Parts of the Body,la muñeca,wrist
Parts of the Body,el talón,heel
Parts of the Body,el brazo,arm
Parts of the Body,el cuello,neck
Parts of the Body,el tobillo,ankle
Parts of the Body,la frente,forehead
Parts of the Body,el muslo,thigh
Parts of the Body,la barba,beard
Parts of the Body,el bigote,mustache
Parts of the Body,la lengua,tongue
Parts of the Body,el dedo del pie,toe
Parts of the Body,la cintura,waist
Parts of the Body,la cadera,hip
Parts of the Body,las nalgas,buttocks
Parts of the Body,el pulgar,thumb
Parts of the Body,la rodilla,knee
Parts of the Body,la nariz,nose
Parts of the Body,el cachete,cheek
Parts of the Body,los labios,lips
Parts of the Body,el hombro,shoulder
Parts of the Body,la barbilla,chin
Parts of the Body,las cejas,eyebrows
Parts of the Body,las pestañas,eyelashes
Parts of the Body,el ombligo,belly button
Parts of the Body,la piel,skin
Parts of the Body,el vientre,stomach
Parts of the Body,la garganta,throat
Parts of the Body,los dientes,teeth
Time and Place,al principio,at the beginning
Time and Place,en primer lugar,firstly
Time and Place,para comenzar,to start
Time and Place,antes,before
Time and Place,después,after
Time and Place,a continuación,in continuation
Time and Place,mientras tanto,meanwhile
Time and Place,al final,at the end
Add an Idea,además,additionally
Add an Idea,aparte de,apart from
Add an Idea,asimismo,at the same time
Add an Idea,también,also
Add an Idea,de igual manera,in the same way
Compare Contrast,pero,but
Compare Contrast,sin embargo,however
Compare Contrast,no obstante,nevertheless
Compare Contrast,por otro lado,on the other hand
Compare Contrast,aunque,even though
Compare Contrast,a pesar de,despite
Prepositions,dentro de,inside of
Prepositions,sobre,on top of
Prepositions,debajo de,underneath of
Prepositions,delante de,in front of
Prepositions,detrás de,behind
Prepositions,entre,between
Prepositions,en,in/on/at
Prepositions,dentro de,inside of
Prepositions,fuera de,outside of
Prepositions,arriba de,above
Prepositions,en medio de,in the middle of
Prepositions,cerca de,close to
Prepositions,lejos de,far from
Prepositions,al lado de,next to
Prepositions,alrededor de,around
Prepositions,a la izquierda de,to the left of
Prepositions,a la derecha de,to the right of
Location Verbs,estar,to be
Location Verbs,colocar,to place
Location Verbs,ubicar,to position
Location Verbs,poner,to put
Location Verbs,situar,to place
Here and There,aquí,here
Here and There,ahí,there
Here and There,allí,there
Here and There,allá,over there
Directions,el este,east
Directions,el norte,north
Directions,el oeste,west
Directions,el sur,south
Classroom Objects,la clase,classroom
Classroom Objects,el aula,classroom
Classroom Objects,la pizarra,blackboard
Classroom Objects,el pizarrón,whiteboard
Classroom Objects,la tiza,chalk
Classroom Objects,el marcador,marker
Classroom Objects,el borrador,eraser
Classroom Objects,el escritorio,desk
Classroom Objects,el pupitre,desk
Classroom Objects,la silla,chair
Classroom Objects,la mochila,backpack
Classroom Objects,el libro,book
Classroom Objects,el cuaderno,notebook
Classroom Objects,el papel,paper
Classroom Objects,el lápiz,pencil
Classroom Objects,los lápices de colores,coloring pencils
Classroom Objects,el sacapuntas,pencil sharpener
Classroom Objects,el bolígrafo,pen
Classroom Objects,la goma,eraser
Classroom Objects,las tijeras,scissors
Classroom Objects,el pegamento,glue
Classroom Objects,la regla,ruler
Classroom Objects,la grapadora,stapler
Classroom Objects,el estuche,pencil case
Classroom Activities,estudiar,to study
Classroom Activities,repasar,to revise
Classroom Activities,aprender,to learn
Classroom Activities,saber,to know
Classroom Activities,hacer los deberes,to do homework
Classroom Activities,hacer la tarea,to do homework
Classroom Activities,leer,to read
Classroom Activities,escribir,to write
Classroom Activities,hablar,to speak
Classroom Activities,decir,to say
Classroom Activities,preguntar,to ask
Classroom Activities,charlar,to chat
Classroom Activities,dictar,to dictate
Classroom Activities,deletrear,to spell
Classroom Activities,contar,to count
Classroom Activities,faltar,to miss school
Classroom Activities,aprobar,to pass a test
Classroom Activities,reprobar,to fail a test
Classroom Activities,prestar,to lend
Classroom Activities,tomar prestado,to borrow
Classroom Activities,traer,to bring
Classroom Activities,enseñar,to teach
Classroom Activities,mostrar,to show
Classroom Activities,nombrar,to name
Classroom Activities,ayudar,to help
Places in a School,la escuela,school
Places in a School,el colegio,school
Places in a School,el gimnasio,gym
Places in a School,el patio,playground
Places in a School,el baño,restroom
Places in a School,el pasillo,hallway
Places in a School,la biblioteca,library
Places in a School,la oficina,office
Places in a School,la sala de profesores,staff room
Places in a School,el comedor,cafeteria
Places in a School,la cocina,kitchen
Places in a School,la enfermería,infirmary
Places in a School,el laboratorio,lab
People in a School,maestro,teacher (primary school)
People in a School,profesor,teacher (secondary school)
People in a School,entrenador,coach
People in a School,enfermera,nurse
People in a School,director,principal
People in a School,alumno,student
People in a School,estudiante,student
More School Words,el almuerzo,lunch
More School Words,el recreo,recess
More School Words,las vacaciones,vacations
More School Words,la comida,food
More School Words,el casillero,locker
More School Words,la materia,subject
More School Words,la matemática,math
More School Words,la biología,biology
More School Words,la química,chemistry
More School Words,la física,physics
More School Words,la educación física,physical education
More School Words,la historia,history
More School Words,la literatura,literature
More School Words,la prueba,test
More School Words,el examen,exam
More School Words,la nota,grade
More School Words,la calificación,grade
Technology,un ordenador,a computer
Technology,una computadora,a computer
Technology,una tableta,a tablet
Technology,una impresora,a printer
Technology,el ratón,the mouse
Technology,apagar,to turn on
Technology,encender,to turn off
Technology,el disco duro,the hard drive
Technology,el teclado,the keyboard
Technology,la tecla,the key
Technology,los auriculares,headphones
Technology,el micrófono,the mic
Technology,la pantalla,the screen
Technology,la cámara,the camera
Technology,los altavoces,the speakers
Technology,una aplicación,an app
Technology,base de datos,database
Technology,las redes sociales,social networks
Technology,el enlace,the link
Technology,subir,to upload
Technology,guardar,to save
Technology,borrar,to delete
Technology,hacer click,to click
Technology,descargar,to download
Technology,buscar en Google,search on Google
Technology,pirata informático,hacker
Technology,contraseña,password
Home Sweet Home,la casa,house
Home Sweet Home,el hogar,home
Home Sweet Home,la habitación,bedroom
Home Sweet Home,el cuarto,bedroom
Home Sweet Home,el dormitorio,bedroom
Home Sweet Home,la sala,living room
Home Sweet Home,el comedor,dining room
Home Sweet Home,la cocina,kitchen
Home Sweet Home,el baño,bathroom
Home Sweet Home,el pasillo,hallway
Home Sweet Home,el jardín,garden
Home Sweet Home,el garaje,garage
Home Sweet Home,cómoda,comfortable
Home Sweet Home,acogedor,cozy
Home Sweet Home,desordenado,messy
Home Sweet Home,limpio,clean
Bathroom,la pasta de dientes,toothpaste
Bathroom,el cepillo de dientes,toothbrush
Bathroom,el jabón,soap
Bathroom,el secador de pelo,hair dryer
Bathroom,el champú,shampoo
Bathroom,el cepillo,brush
Bathroom,el papel higiénico,toilet paper
Bathroom,la toalla,towel
Bathroom,el agua jabonosa,soapy water
Bathroom,la bolsa de basura,trash bag
Bathroom,el cubo de basura,trash can
Bathroom,el cesto de la ropa sucia,laundry basket
Bathroom,la navaja de afeitar,razor
Bathroom,la maquinilla de afeitar eléctrica,electric razor
Bathroom,la crema de afeitar,shaving cream
Bathroom,el enjuague bucal,mouthwash
Bathroom,el cepillo de pelo,hair brush
Bathroom,el peine,comb
Bathroom,el limpiador facial,facial cleanser
Bathroom,la balanza,scale
Bathroom,el pañuelo de papel,tissue
Bathroom,los juguetes de baño,bath toys
Bathroom,la alfombra de baño,bath mat
Bathroom,la ducha,shower
Bathroom,la bañera,bathtub
Bathroom,el fregadero,sink
Bathroom,el inodoro,toilet
Bathroom,el grifo,faucet
Bathroom,el espejo,mirror
Bathroom,peinar,to comb
Kitchen Verbs,cocinar,to cook
Kitchen Verbs,comer,to eat
Kitchen Verbs,adobar,to marinate
Kitchen Verbs,sazonar,to season
Kitchen Verbs,lavar,to wash
Kitchen Verbs,cortar,to cut
Kitchen Verbs,pelar,to peel
Kitchen Verbs,picar,to chop
Kitchen Verbs,moler,to grind
Kitchen Verbs,incorporar,to add
Kitchen Verbs,mezclar,to mix
Kitchen Verbs,catir,to whisk
Kitchen Verbs,licuar,to blend
Kitchen Verbs,combinar,to combine
Kitchen Verbs,freír,to fry
Kitchen Verbs,hervir,to boil
Kitchen Verbs,colar,to strain
Kitchen Verbs,cocer,to cook
Kitchen Verbs,hornear,to bake
Kitchen Verbs,asar,to roast
Kitchen Verbs,saltear,to saute
Kitchen Verbs,preparar,to prepare
Kitchen Verbs,descongelar,to defrost
Kitchen Verbs,quemar,to burn
Kitchen Verbs,tostar,to toast
Kitchen Verbs,derretir,to melt
Kitchen Verbs,rodajear,to slice
Kitchen Verbs,calentar,to heat
Kitchen Verbs,rellenar,to fill
Kitchen Verbs,lavar,to wash
Kitchen Verbs,limpiar,to clean
Kitchen Verbs,desayunar,to have breakfast
Kitchen Verbs,cenar,to have dinner
Bedroom,la puerta,the door
Bedroom,el armario,the wardrobe
Bedroom,la estantería,the shelf
Bedroom,la ventana,the window
Bedroom,las cortinas,the curtains
Bedroom,el escritorio,the desk
Bedroom,el ordenador,the computer
Bedroom,la cama,the bed
Bedroom,el cojín,the pillow
Bedroom,el edredón,the quilt
Bedroom,las sábanas,the bedding
Bedroom,la almohada,the pillowcase
Bedroom,la lámpara,the lamp
Bedroom,la mesilla de noche,the night table or nightstand
Bedroom,el espejo,the mirror
Bedroom,el cuadro,the painting
Living Room,la puerta,the door
Living Room,el armario,the wardrobe
Living Room,la estantería,the shelf
Living Room,la ventana,the window
Living Room,las cortinas,the curtains
Living Room,la mesa,the table
Living Room,la silla,the chair
Living Room,el sillón,armchair
Living Room,la alfombra,the carpet or rug
Living Room,la lámpara,the lamp
Living Room,la planta,the plant
Living Room,las flores,the flowers
Living Room,la chimenea,the chimney
Living Room,el suelo,the ground
Living Room,el techo,the ceiling
Shopping,dependiente,shop assistant
Shopping,caja,checkout
Shopping,rebajas,sales
Shopping,ocasión,bargain
Shopping,recibo,receipt
Shopping,probadores,dressing room
Shopping,tamaño,size
Shopping,tienda de ropa,clothing store
Shopping,zapatería,shoe store
Shopping,librería,bookstore
Shopping,almacén,department store
Shopping,supermercado,supermarket
Shopping,joyería,jeweler
Shopping,juguetería,toy store
Shopping,almacenero,grocer
Shopping,comerciante,merchant
Shopping,tendero,shopkeeper
Shopping,dependiente,clerk
Shopping,cajero,cashier
Healthcare Professionals,los cuidados de la salud,healthcare
Healthcare Professionals,el dentista,dentist
Healthcare Professionals,el doctor,doctor
